House,Day,Minute,Outdoor (Zone - 0) Occupant,Bedroom (Zone - 1) Occupant,Livingroom (Zone - 2) Occupant,Kitchen (Zone - 3) Occupant,Bathroom (Zone - 4) Occupant
A,30,805,1,0,0,0,1
A,30,806,1,0,0,0,1
A,30,807,1,0,0,0,1
A,30,808,1,0,0,0,1
A,30,809,1,0,0,0,1
A,30,810,1,0,0,0,1
A,30,811,1,0,0,0,1
A,30,812,1,0,0,0,1
A,30,813,1,0,0,0,1
A,30,814,1,0,0,0,1
A,30,815,1,0,0,0,1
A,30,816,1,0,0,0,1
A,30,817,1,0,0,0,1
A,30,818,1,0,0,0,1
A,30,819,1,0,0,0,1
A,30,820,1,0,0,0,1
A,30,821,1,0,0,0,1
A,30,822,1,0,0,0,1
A,30,823,1,0,0,0,1
A,30,824,1,0,0,0,1
A,30,825,1,0,0,0,1
A,30,826,1,0,0,0,1
A,30,827,1,0,0,0,1
A,30,828,1,0,0,0,1
A,30,829,1,0,0,0,1
A,30,830,1,0,0,0,1
A,30,831,1,0,0,0,1
A,30,832,1,0,0,0,1
A,30,833,1,0,0,0,1
A,30,834,1,0,0,0,1
A,30,835,1,0,0,0,1
A,30,836,1,0,0,0,1
A,30,837,1,0,0,0,1
A,30,838,1,0,0,0,1
A,30,839,1,0,0,0,1
A,30,840,1,0,0,0,1
A,30,841,1,0,0,0,1
A,30,842,1,0,0,0,1
A,30,843,1,0,0,0,1
A,30,844,1,0,0,0,1
A,30,845,1,0,0,0,1
A,30,846,1,0,0,0,1
A,30,847,1,0,0,0,1
A,30,848,1,0,0,0,1
A,30,849,1,0,0,0,1
A,30,850,1,0,0,0,1
A,30,851,1,0,0,0,1
A,30,852,1,0,0,0,1
A,30,853,1,0,0,0,1
A,30,854,1,0,0,0,1
A,30,855,1,0,0,0,1
A,30,856,1,0,0,0,1
A,30,857,1,0,0,0,1
A,30,858,1,0,0,0,1
A,30,859,1,0,0,0,1
A,30,860,1,0,0,0,1
A,30,861,1,0,0,0,1
A,30,862,1,0,0,0,1
A,30,863,1,1,0,0,0
A,30,864,1,1,0,0,0
A,30,865,1,1,0,0,0
A,30,866,1,1,0,0,0
A,30,867,1,1,0,0,0
A,30,868,1,1,0,0,0
A,30,869,1,1,0,0,0
A,30,870,1,1,0,0,0
A,30,871,1,1,0,0,0
A,30,872,1,1,0,0,0
A,30,873,1,1,0,0,0
A,30,874,1,1,0,0,0
A,30,875,1,1,0,0,0
A,30,876,1,1,0,0,0
A,30,877,1,1,0,0,0
A,30,878,1,1,0,0,0
A,30,879,1,1,0,0,0
A,30,880,1,1,0,0,0
A,30,881,1,1,0,0,0
A,30,882,1,1,0,0,0
A,30,883,1,1,0,0,0
A,30,884,1,1,0,0,0
A,30,885,1,1,0,0,0
A,30,886,1,1,0,0,0
A,30,887,1,1,0,0,0
A,30,888,1,1,0,0,0
A,30,889,1,1,0,0,0
A,30,890,1,1,0,0,0
A,30,891,1,1,0,0,0
A,30,892,1,1,0,0,0
A,30,893,1,1,0,0,0
A,30,894,1,1,0,0,0
A,30,895,1,0,0,1,0
A,30,896,1,0,0,1,0
A,30,897,1,0,0,1,0
A,30,898,1,0,0,1,0
A,30,899,1,0,0,1,0
A,30,900,1,0,1,0,0
A,30,901,1,0,1,0,0
A,30,902,1,0,1,0,0
A,30,903,1,0,1,0,0
A,30,904,1,0,1,0,0
A,30,905,1,0,1,0,0
A,30,906,1,0,1,0,0
A,30,907,1,0,1,0,0
A,30,908,1,0,1,0,0
A,30,909,1,0,1,0,0
A,30,910,1,0,1,0,0
A,30,911,1,0,0,1,0
A,30,912,1,0,0,1,0
A,30,913,1,0,0,1,0
A,30,914,1,0,0,1,0
A,30,915,1,0,0,1,0
A,30,916,1,0,0,1,0
A,30,917,1,0,0,1,0
A,30,918,1,0,0,1,0
A,30,919,1,0,0,1,0
A,30,920,1,0,0,1,0
A,30,921,1,0,0,1,0
A,30,922,1,0,0,1,0
A,30,923,1,0,0,1,0
A,30,924,1,0,0,1,0
A,30,925,1,0,0,1,0
A,30,926,1,0,0,1,0
A,30,927,1,0,0,1,0
A,30,928,1,0,0,1,0
A,30,929,1,0,0,1,0
A,30,930,1,0,0,1,0
A,30,931,1,0,0,1,0
A,30,932,1,0,0,1,0
A,30,933,1,0,0,1,0
A,30,934,1,0,0,1,0
A,30,935,1,0,0,1,0
A,30,936,1,0,0,1,0
A,30,937,1,0,0,1,0
A,30,938,1,0,0,1,0
A,30,939,1,0,0,1,0
A,30,940,1,0,0,1,0
A,30,941,1,0,0,1,0
A,30,942,1,0,0,1,0
A,30,943,1,0,0,1,0
A,30,944,1,0,0,1,0
A,30,945,1,0,0,1,0
A,30,946,1,0,0,1,0
A,30,947,1,0,1,0,0
A,30,948,1,0,1,0,0
A,30,949,1,0,1,0,0
A,30,950,1,0,0,1,0
A,30,951,1,0,0,1,0
A,30,952,1,0,0,1,0
A,30,953,1,0,0,1,0
A,30,954,1,0,0,1,0
A,30,955,1,0,0,1,0
A,30,956,1,0,0,1,0
A,30,957,1,0,0,1,0
A,30,958,1,0,0,1,0
A,30,959,1,0,0,1,0
A,30,960,1,0,0,1,0
A,30,961,1,0,0,1,0
A,30,962,1,0,0,1,0
A,30,963,1,0,0,1,0
A,30,964,1,0,0,1,0
A,30,965,1,0,0,1,0
A,30,966,1,0,0,1,0
A,30,967,1,0,0,1,0
A,30,968,1,0,0,1,0
A,30,969,1,0,0,1,0
A,30,970,1,0,0,1,0
A,30,971,1,0,0,1,0
A,30,972,1,0,0,1,0
A,30,973,1,0,0,1,0
A,30,974,1,0,0,1,0
A,30,975,1,0,0,1,0
A,30,976,1,0,0,1,0
A,30,977,1,0,0,1,0
A,30,978,1,0,0,1,0
A,30,979,1,0,0,1,0
A,30,980,1,0,0,1,0
A,30,981,1,0,0,1,0
A,30,982,1,0,0,1,0
A,30,983,1,0,0,1,0
A,30,984,1,0,0,1,0
A,30,985,1,0,0,1,0
A,30,986,1,0,0,1,0
A,30,987,1,0,0,1,0
A,30,988,1,0,0,0,1
A,30,989,1,0,0,0,1
A,30,990,1,0,0,0,1
A,30,991,1,0,0,0,1
A,30,992,1,0,1,0,0
A,30,993,1,0,1,0,0
A,30,994,1,0,1,0,0
A,30,995,1,0,1,0,0
A,30,996,1,0,1,0,0
A,30,997,1,0,1,0,0
A,30,998,1,0,1,0,0
A,30,999,1,0,1,0,0
A,30,1000,1,0,1,0,0
A,30,1001,1,0,1,0,0
A,30,1002,1,0,1,0,0
A,30,1003,1,0,1,0,0
A,30,1004,1,0,1,0,0
A,30,1005,1,0,1,0,0
A,30,1006,1,0,1,0,0
A,30,1007,1,0,1,0,0
A,30,1008,1,0,1,0,0
A,30,1009,1,0,1,0,0
A,30,1010,1,0,1,0,0
A,30,1011,1,0,1,0,0
A,30,1012,1,0,1,0,0
A,30,1013,1,1,0,0,0
A,30,1014,1,1,0,0,0
A,30,1015,1,1,0,0,0
A,30,1016,1,1,0,0,0
A,30,1017,1,1,0,0,0
A,30,1018,1,1,0,0,0
A,30,1019,1,1,0,0,0
A,30,1020,1,1,0,0,0
A,30,1021,1,1,0,0,0
A,30,1022,1,1,0,0,0
A,30,1023,1,1,0,0,0
A,30,1024,1,1,0,0,0
A,30,1025,1,1,0,0,0
A,30,1026,1,1,0,0,0
A,30,1027,1,1,0,0,0
A,30,1028,1,1,0,0,0
A,30,1029,1,1,0,0,0
A,30,1030,1,1,0,0,0
A,30,1031,1,1,0,0,0
A,30,1032,1,1,0,0,0
A,30,1033,1,1,0,0,0
A,30,1034,1,1,0,0,0
A,30,1035,1,1,0,0,0
A,30,1036,1,1,0,0,0
A,30,1037,1,1,0,0,0
A,30,1038,1,1,0,0,0
A,30,1039,1,1,0,0,0
A,30,1040,1,1,0,0,0
A,30,1041,1,1,0,0,0
A,30,1042,1,1,0,0,0
A,30,1043,1,1,0,0,0
A,30,1044,1,1,0,0,0
A,30,1045,1,1,0,0,0
A,30,1046,1,1,0,0,0
A,30,1047,1,1,0,0,0
A,30,1048,2,0,0,0,0
A,30,1049,2,0,0,0,0
A,30,1050,2,0,0,0,0
A,30,1051,2,0,0,0,0
A,30,1052,2,0,0,0,0
A,30,1053,2,0,0,0,0
A,30,1054,2,0,0,0,0
A,30,1055,2,0,0,0,0
A,30,1056,2,0,0,0,0
A,30,1057,2,0,0,0,0
A,30,1058,2,0,0,0,0
A,30,1059,2,0,0,0,0
A,30,1060,2,0,0,0,0
A,30,1061,2,0,0,0,0
A,30,1062,2,0,0,0,0
A,30,1063,2,0,0,0,0
A,30,1064,2,0,0,0,0
A,30,1065,2,0,0,0,0
A,30,1066,2,0,0,0,0
A,30,1067,2,0,0,0,0
A,30,1068,2,0,0,0,0
A,30,1069,2,0,0,0,0
A,30,1070,2,0,0,0,0
A,30,1071,2,0,0,0,0
A,30,1072,2,0,0,0,0
A,30,1073,2,0,0,0,0
A,30,1074,2,0,0,0,0
A,30,1075,2,0,0,0,0
A,30,1076,2,0,0,0,0
A,30,1077,2,0,0,0,0
A,30,1078,2,0,0,0,0
A,30,1079,2,0,0,0,0
A,30,1080,2,0,0,0,0
A,30,1081,2,0,0,0,0
A,30,1082,2,0,0,0,0
A,30,1083,2,0,0,0,0
A,30,1084,2,0,0,0,0
A,30,1085,2,0,0,0,0
A,30,1086,2,0,0,0,0
A,30,1087,2,0,0,0,0
A,30,1088,2,0,0,0,0
A,30,1089,2,0,0,0,0
A,30,1090,2,0,0,0,0
A,30,1091,2,0,0,0,0
A,30,1092,2,0,0,0,0
A,30,1093,2,0,0,0,0
A,30,1094,2,0,0,0,0
A,30,1095,2,0,0,0,0
A,30,1096,2,0,0,0,0
A,30,1097,2,0,0,0,0
A,30,1098,2,0,0,0,0
A,30,1099,2,0,0,0,0
A,30,1100,2,0,0,0,0
A,30,1101,2,0,0,0,0
A,30,1102,2,0,0,0,0
A,30,1103,2,0,0,0,0
A,30,1104,2,0,0,0,0
A,30,1105,2,0,0,0,0
A,30,1106,2,0,0,0,0
A,30,1107,2,0,0,0,0
A,30,1108,2,0,0,0,0
A,30,1109,2,0,0,0,0
A,30,1110,2,0,0,0,0
A,30,1111,2,0,0,0,0
A,30,1112,2,0,0,0,0
A,30,1113,2,0,0,0,0
A,30,1114,2,0,0,0,0
A,30,1115,2,0,0,0,0
A,30,1116,2,0,0,0,0
A,30,1117,2,0,0,0,0
A,30,1118,2,0,0,0,0
A,30,1119,2,0,0,0,0
A,30,1120,2,0,0,0,0
A,30,1121,2,0,0,0,0
A,30,1122,2,0,0,0,0
A,30,1123,2,0,0,0,0
A,30,1124,2,0,0,0,0
A,30,1125,2,0,0,0,0
A,30,1126,2,0,0,0,0
A,30,1127,2,0,0,0,0
A,30,1128,2,0,0,0,0
A,30,1129,2,0,0,0,0
A,30,1130,2,0,0,0,0
A,30,1131,2,0,0,0,0
A,30,1132,2,0,0,0,0
A,30,1133,2,0,0,0,0
A,30,1134,2,0,0,0,0
A,30,1135,2,0,0,0,0
A,30,1136,2,0,0,0,0
A,30,1137,2,0,0,0,0
A,30,1138,2,0,0,0,0
A,30,1139,2,0,0,0,0
A,30,1140,2,0,0,0,0
A,30,1141,2,0,0,0,0
A,30,1142,2,0,0,0,0
A,30,1143,2,0,0,0,0
A,30,1144,2,0,0,0,0
A,30,1145,2,0,0,0,0
A,30,1146,2,0,0,0,0
A,30,1147,2,0,0,0,0
A,30,1148,2,0,0,0,0
A,30,1149,2,0,0,0,0
A,30,1150,2,0,0,0,0
A,30,1151,2,0,0,0,0
A,30,1152,2,0,0,0,0
A,30,1153,2,0,0,0,0
A,30,1154,2,0,0,0,0
A,30,1155,2,0,0,0,0
A,30,1156,2,0,0,0,0
A,30,1157,2,0,0,0,0
A,30,1158,2,0,0,0,0
A,30,1159,2,0,0,0,0
A,30,1160,2,0,0,0,0
A,30,1161,2,0,0,0,0
A,30,1162,2,0,0,0,0
A,30,1163,2,0,0,0,0
A,30,1164,2,0,0,0,0
A,30,1165,2,0,0,0,0
A,30,1166,2,0,0,0,0
A,30,1167,2,0,0,0,0
A,30,1168,2,0,0,0,0
A,30,1169,2,0,0,0,0
A,30,1170,2,0,0,0,0
A,30,1171,2,0,0,0,0
A,30,1172,2,0,0,0,0
A,30,1173,2,0,0,0,0
A,30,1174,2,0,0,0,0
A,30,1175,2,0,0,0,0
A,30,1176,2,0,0,0,0
A,30,1177,2,0,0,0,0
A,30,1178,2,0,0,0,0
A,30,1179,2,0,0,0,0
A,30,1180,2,0,0,0,0
A,30,1181,2,0,0,0,0
A,30,1182,2,0,0,0,0
A,30,1183,2,0,0,0,0
A,30,1184,2,0,0,0,0
A,30,1185,2,0,0,0,0
A,30,1186,2,0,0,0,0
A,30,1187,2,0,0,0,0
A,30,1188,2,0,0,0,0
A,30,1189,2,0,0,0,0
A,30,1190,2,0,0,0,0
A,30,1191,2,0,0,0,0
A,30,1192,2,0,0,0,0
A,30,1193,2,0,0,0,0
A,30,1194,2,0,0,0,0
A,30,1195,2,0,0,0,0
A,30,1196,2,0,0,0,0
A,30,1197,2,0,0,0,0
A,30,1198,2,0,0,0,0
A,30,1199,2,0,0,0,0
A,30,1200,2,0,0,0,0
A,30,1201,2,0,0,0,0
A,30,1202,2,0,0,0,0
A,30,1203,2,0,0,0,0
A,30,1204,2,0,0,0,0
A,30,1205,2,0,0,0,0
A,30,1206,2,0,0,0,0
A,30,1207,2,0,0,0,0
A,30,1208,2,0,0,0,0
A,30,1209,2,0,0,0,0
A,30,1210,2,0,0,0,0
A,30,1211,2,0,0,0,0
A,30,1212,2,0,0,0,0
A,30,1213,2,0,0,0,0
A,30,1214,2,0,0,0,0
A,30,1215,2,0,0,0,0
A,30,1216,2,0,0,0,0
A,30,1217,2,0,0,0,0
A,30,1218,2,0,0,0,0
A,30,1219,2,0,0,0,0
A,30,1220,2,0,0,0,0
A,30,1221,2,0,0,0,0
A,30,1222,2,0,0,0,0
A,30,1223,2,0,0,0,0
A,30,1224,2,0,0,0,0
A,30,1225,2,0,0,0,0
A,30,1226,2,0,0,0,0
A,30,1227,2,0,0,0,0
A,30,1228,2,0,0,0,0
A,30,1229,2,0,0,0,0
A,30,1230,2,0,0,0,0
A,30,1231,2,0,0,0,0
A,30,1232,2,0,0,0,0
A,30,1233,2,0,0,0,0
A,30,1234,2,0,0,0,0
A,30,1235,2,0,0,0,0
A,30,1236,2,0,0,0,0
A,30,1237,2,0,0,0,0
A,30,1238,2,0,0,0,0
A,30,1239,2,0,0,0,0
A,30,1240,2,0,0,0,0
A,30,1241,2,0,0,0,0
A,30,1242,2,0,0,0,0
A,30,1243,2,0,0,0,0
A,30,1244,2,0,0,0,0
A,30,1245,2,0,0,0,0
A,30,1246,2,0,0,0,0
A,30,1247,2,0,0,0,0
A,30,1248,2,0,0,0,0
A,30,1249,2,0,0,0,0
A,30,1250,2,0,0,0,0
A,30,1251,2,0,0,0,0
A,30,1252,2,0,0,0,0
A,30,1253,2,0,0,0,0
A,30,1254,2,0,0,0,0
A,30,1255,2,0,0,0,0
A,30,1256,2,0,0,0,0
A,30,1257,2,0,0,0,0
A,30,1258,2,0,0,0,0
A,30,1259,2,0,0,0,0
A,30,1260,2,0,0,0,0
A,30,1261,2,0,0,0,0
A,30,1262,2,0,0,0,0
A,30,1263,2,0,0,0,0
A,30,1264,2,0,0,0,0
A,30,1265,2,0,0,0,0
A,30,1266,2,0,0,0,0
A,30,1267,2,0,0,0,0
A,30,1268,2,0,0,0,0
A,30,1269,2,0,0,0,0
A,30,1270,2,0,0,0,0
A,30,1271,2,0,0,0,0
A,30,1272,2,0,0,0,0
A,30,1273,2,0,0,0,0
A,30,1274,2,0,0,0,0
A,30,1275,2,0,0,0,0
A,30,1276,2,0,0,0,0
A,30,1277,2,0,0,0,0
A,30,1278,2,0,0,0,0
A,30,1279,2,0,0,0,0
A,30,1280,2,0,0,0,0
A,30,1281,2,0,0,0,0
A,30,1282,2,0,0,0,0
A,30,1283,2,0,0,0,0
A,30,1284,2,0,0,0,0
A,30,1285,2,0,0,0,0
A,30,1286,2,0,0,0,0
A,30,1287,2,0,0,0,0
A,30,1288,2,0,0,0,0
A,30,1289,2,0,0,0,0
A,30,1290,2,0,0,0,0
A,30,1291,2,0,0,0,0
A,30,1292,2,0,0,0,0
A,30,1293,2,0,0,0,0
A,30,1294,2,0,0,0,0
A,30,1295,2,0,0,0,0
A,30,1296,2,0,0,0,0
A,30,1297,2,0,0,0,0
A,30,1298,2,0,0,0,0
A,30,1299,2,0,0,0,0
A,30,1300,2,0,0,0,0
A,30,1301,2,0,0,0,0
A,30,1302,2,0,0,0,0
A,30,1303,2,0,0,0,0
A,30,1304,2,0,0,0,0
A,30,1305,2,0,0,0,0
A,30,1306,2,0,0,0,0
A,30,1307,2,0,0,0,0
A,30,1308,2,0,0,0,0
A,30,1309,2,0,0,0,0
A,30,1310,2,0,0,0,0
A,30,1311,2,0,0,0,0
A,30,1312,2,0,0,0,0
A,30,1313,2,0,0,0,0
A,30,1314,2,0,0,0,0
A,30,1315,2,0,0,0,0
A,30,1316,2,0,0,0,0
A,30,1317,2,0,0,0,0
A,30,1318,2,0,0,0,0
A,30,1319,2,0,0,0,0
A,30,1320,2,0,0,0,0
A,30,1321,2,0,0,0,0
A,30,1322,2,0,0,0,0
A,30,1323,2,0,0,0,0
A,30,1324,2,0,0,0,0
A,30,1325,2,0,0,0,0
A,30,1326,2,0,0,0,0
A,30,1327,2,0,0,0,0
A,30,1328,2,0,0,0,0
A,30,1329,2,0,0,0,0
A,30,1330,2,0,0,0,0
A,30,1331,2,0,0,0,0
A,30,1332,2,0,0,0,0
A,30,1333,2,0,0,0,0
A,30,1334,2,0,0,0,0
A,30,1335,2,0,0,0,0
A,30,1336,2,0,0,0,0
A,30,1337,2,0,0,0,0
A,30,1338,2,0,0,0,0
A,30,1339,2,0,0,0,0
A,30,1340,2,0,0,0,0
A,30,1341,2,0,0,0,0
A,30,1342,2,0,0,0,0
A,30,1343,2,0,0,0,0
A,30,1344,2,0,0,0,0
A,30,1345,2,0,0,0,0
A,30,1346,2,0,0,0,0
A,30,1347,2,0,0,0,0
A,30,1348,2,0,0,0,0
A,30,1349,2,0,0,0,0
A,30,1350,2,0,0,0,0
A,30,1351,2,0,0,0,0
A,30,1352,2,0,0,0,0
A,30,1353,2,0,0,0,0
A,30,1354,2,0,0,0,0
A,30,1355,2,0,0,0,0
A,30,1356,2,0,0,0,0
A,30,1357,2,0,0,0,0
A,30,1358,2,0,0,0,0
A,30,1359,2,0,0,0,0
A,30,1360,1,0,0,0,1
A,30,1361,1,0,0,0,1
A,30,1362,1,0,0,0,1
A,30,1363,1,0,0,0,1
A,30,1364,1,0,0,0,1
A,30,1365,1,0,0,0,1
A,30,1366,1,0,1,0,0
A,30,1367,1,0,1,0,0
A,30,1368,1,0,1,0,0
A,30,1369,1,0,1,0,0
A,30,1370,1,0,1,0,0
A,30,1371,1,0,1,0,0
A,30,1372,1,0,1,0,0
A,30,1373,1,0,1,0,0
A,30,1374,1,0,1,0,0
A,30,1375,1,0,1,0,0
A,30,1376,1,0,1,0,0
A,30,1377,1,0,1,0,0
A,30,1378,1,0,1,0,0
A,30,1379,1,0,1,0,0
A,30,1380,1,0,1,0,0
A,30,1381,1,0,1,0,0
A,30,1382,1,0,1,0,0
A,30,1383,1,0,1,0,0
A,30,1384,1,0,1,0,0
A,30,1385,1,0,1,0,0
A,30,1386,1,1,0,0,0
A,30,1387,1,1,0,0,0
A,30,1388,1,1,0,0,0
A,30,1389,1,1,0,0,0
A,30,1390,1,1,0,0,0
A,30,1391,1,1,0,0,0
A,30,1392,1,1,0,0,0
A,30,1393,1,1,0,0,0
A,30,1394,1,1,0,0,0
A,30,1395,1,1,0,0,0
A,30,1396,1,1,0,0,0
A,30,1397,1,1,0,0,0
A,30,1398,1,1,0,0,0
A,30,1399,1,1,0,0,0
A,30,1400,1,1,0,0,0
A,30,1401,1,1,0,0,0
A,30,1402,1,1,0,0,0
A,30,1403,1,1,0,0,0
A,30,1404,1,1,0,0,0
A,30,1405,1,1,0,0,0
A,30,1406,1,1,0,0,0
A,30,1407,1,1,0,0,0
A,30,1408,1,1,0,0,0
A,30,1409,1,1,0,0,0
A,30,1410,1,1,0,0,0
A,30,1411,1,1,0,0,0
A,30,1412,1,1,0,0,0
A,30,1413,1,1,0,0,0
A,30,1414,1,1,0,0,0
A,30,1415,1,1,0,0,0
A,30,1416,1,1,0,0,0
A,30,1417,1,1,0,0,0
A,30,1418,1,1,0,0,0
A,30,1419,1,1,0,0,0
A,30,1420,1,1,0,0,0
A,30,1421,1,1,0,0,0
A,30,1422,1,1,0,0,0
A,30,1423,1,1,0,0,0
A,30,1424,1,1,0,0,0
A,30,1425,1,1,0,0,0
A,30,1426,1,1,0,0,0
A,30,1427,1,1,0,0,0
A,30,1428,1,1,0,0,0
A,30,1429,1,1,0,0,0
A,30,1430,1,1,0,0,0
A,30,1431,1,1,0,0,0
A,30,1432,1,0,0,1,0
A,30,1433,1,0,0,1,0
A,30,1434,1,0,1,0,0
A,30,1435,1,0,1,0,0
A,30,1436,1,0,1,0,0
A,30,1437,1,0,1,0,0
A,30,1438,1,0,1,0,0
A,30,1439,1,0,1,0,0
A,30,0,1,0,1,0,0
A,30,1,1,0,1,0,0
A,30,2,1,0,1,0,0
A,30,3,1,0,1,0,0
A,30,4,1,0,1,0,0
A,30,5,1,0,1,0,0
A,30,6,1,0,1,0,0
A,30,7,1,0,1,0,0
A,30,8,1,0,1,0,0
A,30,9,1,0,1,0,0
A,30,10,1,0,1,0,0
A,30,11,1,0,1,0,0
A,30,12,1,0,1,0,0
A,30,13,1,0,1,0,0
A,30,14,1,0,1,0,0
A,30,15,1,0,1,0,0
A,30,16,1,0,1,0,0
A,30,17,1,0,1,0,0
A,30,18,1,0,1,0,0
A,30,19,1,0,1,0,0
A,30,20,1,0,1,0,0
A,30,21,1,0,1,0,0
A,30,22,1,0,1,0,0
A,30,23,1,0,1,0,0
A,30,24,1,1,0,0,0
A,30,25,1,1,0,0,0
A,30,26,1,1,0,0,0
A,30,27,1,1,0,0,0
A,30,28,1,1,0,0,0
A,30,29,1,1,0,0,0
A,30,30,1,1,0,0,0
A,30,31,1,1,0,0,0
A,30,32,1,1,0,0,0
A,30,33,1,1,0,0,0
A,30,34,1,1,0,0,0
A,30,35,1,1,0,0,0
A,30,36,1,1,0,0,0
A,30,37,1,1,0,0,0
A,30,38,1,1,0,0,0
A,30,39,1,1,0,0,0
A,30,40,1,1,0,0,0
A,30,41,1,1,0,0,0
A,30,42,1,1,0,0,0
A,30,43,1,1,0,0,0
A,30,44,1,1,0,0,0
A,30,45,1,1,0,0,0
A,30,46,1,1,0,0,0
A,30,47,1,1,0,0,0
A,30,48,1,1,0,0,0
A,30,49,1,1,0,0,0
A,30,50,1,1,0,0,0
A,30,51,1,1,0,0,0
A,30,52,1,1,0,0,0
A,30,53,1,1,0,0,0
A,30,54,1,1,0,0,0
A,30,55,1,1,0,0,0
A,30,56,1,1,0,0,0
A,30,57,1,1,0,0,0
A,30,58,1,1,0,0,0
A,30,59,1,1,0,0,0
A,30,60,1,1,0,0,0
A,30,61,1,1,0,0,0
A,30,62,1,1,0,0,0
A,30,63,1,1,0,0,0
A,30,64,1,1,0,0,0
A,30,65,1,1,0,0,0
A,30,66,1,1,0,0,0
A,30,67,1,1,0,0,0
A,30,68,1,1,0,0,0
A,30,69,1,1,0,0,0
A,30,70,1,1,0,0,0
A,30,71,1,1,0,0,0
A,30,72,1,1,0,0,0
A,30,73,1,1,0,0,0
A,30,74,1,1,0,0,0
A,30,75,1,1,0,0,0
A,30,76,1,1,0,0,0
A,30,77,1,1,0,0,0
A,30,78,1,1,0,0,0
A,30,79,1,1,0,0,0
A,30,80,1,1,0,0,0
A,30,81,1,1,0,0,0
A,30,82,1,1,0,0,0
A,30,83,1,1,0,0,0
A,30,84,1,1,0,0,0
A,30,85,1,0,0,0,1
A,30,86,1,0,0,0,1
A,30,87,1,0,0,0,1
A,30,88,1,0,0,0,1
A,30,89,1,0,0,0,1
A,30,90,1,0,0,0,1
A,30,91,1,1,0,0,0
A,30,92,1,1,0,0,0
A,30,93,1,1,0,0,0
A,30,94,1,1,0,0,0
A,30,95,1,1,0,0,0
A,30,96,1,1,0,0,0
A,30,97,1,1,0,0,0
A,30,98,1,1,0,0,0
A,30,99,1,1,0,0,0
A,30,100,1,1,0,0,0
A,30,101,1,1,0,0,0
A,30,102,1,1,0,0,0
A,30,103,1,1,0,0,0
A,30,104,1,1,0,0,0
A,30,105,1,1,0,0,0
A,30,106,1,1,0,0,0
A,30,107,1,1,0,0,0
A,30,108,1,1,0,0,0
A,30,109,1,1,0,0,0
A,30,110,1,1,0,0,0
A,30,111,1,1,0,0,0
A,30,112,1,1,0,0,0
A,30,113,1,1,0,0,0
A,30,114,1,1,0,0,0
A,30,115,1,1,0,0,0
A,30,116,1,1,0,0,0
A,30,117,1,1,0,0,0
A,30,118,1,1,0,0,0
A,30,119,1,1,0,0,0
A,30,120,1,1,0,0,0
A,30,121,1,1,0,0,0
A,30,122,1,1,0,0,0
A,30,123,1,1,0,0,0
A,30,124,1,1,0,0,0
A,30,125,1,1,0,0,0
A,30,126,1,1,0,0,0
A,30,127,1,1,0,0,0
A,30,128,1,1,0,0,0
A,30,129,1,1,0,0,0
A,30,130,1,1,0,0,0
A,30,131,1,1,0,0,0
A,30,132,1,1,0,0,0
A,30,133,1,1,0,0,0
A,30,134,1,1,0,0,0
A,30,135,1,1,0,0,0
A,30,136,1,1,0,0,0
A,30,137,1,1,0,0,0
A,30,138,1,1,0,0,0
A,30,139,1,1,0,0,0
A,30,140,1,1,0,0,0
A,30,141,1,1,0,0,0
A,30,142,1,1,0,0,0
A,30,143,1,1,0,0,0
A,30,144,1,1,0,0,0
A,30,145,1,1,0,0,0
A,30,146,1,1,0,0,0
A,30,147,1,1,0,0,0
A,30,148,1,1,0,0,0
A,30,149,1,1,0,0,0
A,30,150,1,1,0,0,0
A,30,151,1,1,0,0,0
A,30,152,1,1,0,0,0
A,30,153,1,1,0,0,0
A,30,154,1,1,0,0,0
A,30,155,1,1,0,0,0
A,30,156,1,1,0,0,0
A,30,157,1,1,0,0,0
A,30,158,1,1,0,0,0
A,30,159,1,1,0,0,0
A,30,160,1,1,0,0,0
A,30,161,1,1,0,0,0
A,30,162,1,1,0,0,0
A,30,163,1,1,0,0,0
A,30,164,1,1,0,0,0
A,30,165,1,1,0,0,0
A,30,166,1,1,0,0,0
A,30,167,1,1,0,0,0
A,30,168,1,1,0,0,0
A,30,169,1,1,0,0,0
A,30,170,1,1,0,0,0
A,30,171,1,1,0,0,0
A,30,172,1,1,0,0,0
A,30,173,1,1,0,0,0
A,30,174,1,1,0,0,0
A,30,175,1,1,0,0,0
A,30,176,1,1,0,0,0
A,30,177,1,1,0,0,0
A,30,178,1,1,0,0,0
A,30,179,1,1,0,0,0
A,30,180,1,1,0,0,0
A,30,181,1,1,0,0,0
A,30,182,1,1,0,0,0
A,30,183,1,1,0,0,0
A,30,184,1,1,0,0,0
A,30,185,1,1,0,0,0
A,30,186,1,1,0,0,0
A,30,187,1,1,0,0,0
A,30,188,1,1,0,0,0
A,30,189,1,1,0,0,0
A,30,190,1,1,0,0,0
A,30,191,1,1,0,0,0
A,30,192,1,1,0,0,0
A,30,193,1,1,0,0,0
A,30,194,1,1,0,0,0
A,30,195,1,1,0,0,0
A,30,196,1,1,0,0,0
A,30,197,1,1,0,0,0
A,30,198,1,1,0,0,0
A,30,199,1,1,0,0,0
A,30,200,1,1,0,0,0
A,30,201,1,1,0,0,0
A,30,202,1,1,0,0,0
A,30,203,1,1,0,0,0
A,30,204,1,1,0,0,0
A,30,205,1,1,0,0,0
