Day,Minute,Outdoor (Zone - 0) Occupant,Bedroom (Zone - 1) Occupant,Livingroom (Zone - 2) Occupant,Kitchen (Zone - 3) Occupant,Bathroom (Zone - 4) Occupant,Unit Energy Cost ($),Energy Comsumption (kWh),Control Cost ($)
3,535,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
3,536,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,537,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,538,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,539,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,540,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,541,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,542,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,543,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,544,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,545,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,546,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,547,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,548,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,549,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,550,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,551,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,552,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,553,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,554,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,555,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,556,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,557,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,558,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,559,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,560,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,561,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,562,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,563,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,564,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,565,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,566,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,567,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,568,0,1,0,1,0,0.34,0.06262000966666667,0.02129080328666667
3,569,0,1,0,1,0,0.34,0.06262000966666667,0.02129080328666667
3,570,0,1,0,1,0,0.34,0.06262000966666667,0.02129080328666667
3,571,0,1,0,1,0,0.34,0.06262000966666667,0.02129080328666667
3,572,0,1,0,1,0,0.34,0.06262000966666667,0.02129080328666667
3,573,0,1,0,1,0,0.34,0.06262000966666667,0.02129080328666667
3,574,0,1,0,1,0,0.34,0.06262000966666667,0.02129080328666667
3,575,0,1,0,1,0,0.34,0.06262000966666667,0.02129080328666667
3,576,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,577,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,578,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,579,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,580,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,581,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,582,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,583,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,584,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
3,585,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,586,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,587,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,588,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,589,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,590,2,0,0,0,0,0.34,0.0,0.0
3,591,2,0,0,0,0,0.34,0.0,0.0
3,592,2,0,0,0,0,0.34,0.0,0.0
3,593,2,0,0,0,0,0.34,0.0,0.0
3,594,2,0,0,0,0,0.34,0.0,0.0
3,595,2,0,0,0,0,0.34,0.0,0.0
3,596,1,0,0,0,1,0.34,0.029952573166666666,0.010183874876666667
3,597,1,0,0,0,1,0.34,0.029952573166666666,0.010183874876666667
3,598,1,0,0,0,1,0.34,0.029952573166666666,0.010183874876666667
3,599,2,0,0,0,0,0.34,0.0,0.0
3,600,2,0,0,0,0,0.34,0.0,0.0
3,601,2,0,0,0,0,0.34,0.0,0.0
3,602,2,0,0,0,0,0.34,0.0,0.0
3,603,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,604,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,605,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,606,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,607,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,608,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,609,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,610,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,611,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,612,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,613,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,614,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,615,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,616,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,617,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,618,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,619,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,620,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,621,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,622,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,623,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,624,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,625,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,626,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,627,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,628,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,629,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,630,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,631,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,632,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,633,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,634,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,635,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,636,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,637,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,638,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,639,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,640,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,641,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,642,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,643,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,644,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,645,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,646,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,647,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,648,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,649,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,650,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,651,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,652,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,653,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,654,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,655,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,656,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,657,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,658,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,659,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,660,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,661,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,662,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,663,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,664,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,665,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,666,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,667,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,668,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,669,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,670,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,671,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,672,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,673,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,674,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,675,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,676,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,677,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,678,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,679,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,680,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,681,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,682,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,683,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,684,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,685,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,686,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,687,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,688,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,689,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,690,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,691,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,692,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,693,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,694,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,695,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,696,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,697,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,698,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,699,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,700,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,701,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,702,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,703,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,704,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,705,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,706,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,707,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,708,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,709,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,710,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,711,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,712,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,713,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,714,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,715,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,716,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,717,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,718,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,719,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,720,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,721,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,722,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,723,1,0,0,1,0,0.34,0.056095474666666666,0.019072461386666666
3,724,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,725,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,726,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,727,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,728,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,729,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,730,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,731,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,732,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,733,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,734,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,735,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,736,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,737,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,738,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,739,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,740,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,741,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,742,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,743,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,744,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,745,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,746,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,747,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,748,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,749,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,750,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,751,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,752,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,753,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,754,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,755,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,756,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,757,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,758,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,759,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,760,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,761,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,762,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,763,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,764,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,765,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,766,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,767,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,768,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,769,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,770,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,771,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,772,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,773,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,774,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,775,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,776,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,777,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,778,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,779,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,780,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,781,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,782,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,783,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,784,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,785,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,786,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,787,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,788,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,789,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,790,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,791,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,792,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,793,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,794,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,795,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,796,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,797,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,798,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,799,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,800,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,801,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,802,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,803,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,804,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,805,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,806,1,0,0,0,1,0.34,0.029952573166666666,0.010183874876666667
3,807,1,0,0,0,1,0.34,0.029952573166666666,0.010183874876666667
3,808,1,0,0,0,1,0.34,0.029952573166666666,0.010183874876666667
3,809,1,0,0,0,1,0.34,0.029952573166666666,0.010183874876666667
3,810,1,0,0,0,1,0.34,0.029952573166666666,0.010183874876666667
3,811,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,812,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,813,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,814,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,815,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,816,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,817,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,818,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,819,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,820,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,821,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,822,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,823,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,824,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,825,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,826,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,827,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,828,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,829,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,830,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,831,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,832,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,833,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,834,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,835,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,836,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,837,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,838,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,839,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,840,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,841,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,842,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,843,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,844,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,845,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,846,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,847,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,848,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,849,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,850,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,851,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,852,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,853,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,854,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,855,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,856,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,857,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,858,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,859,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,860,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,861,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,862,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,863,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,864,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,865,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,866,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,867,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,868,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,869,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,870,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,871,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,872,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,873,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,874,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,875,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,876,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,877,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,878,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,879,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,880,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,881,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,882,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,883,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,884,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,885,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,886,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,887,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,888,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,889,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,890,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,891,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,892,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,893,1,0,1,0,0,0.34,0.006996611666666667,0.0023788479666666668
3,894,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,895,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,896,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,897,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,898,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,899,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,900,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,901,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,902,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,903,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,904,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,905,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,906,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,907,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,908,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,909,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,910,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,911,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,912,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,913,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,914,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
3,915,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
