Day,Minute,Occupant-1 Activity,Occupant-2 Activity,Unit Energy Cost ($),Energy Comsumption (kWh),Control Cost ($)
3,172,11,11,0.34,0.004972756893,0.0016907373436200002
3,173,11,11,0.34,0.004972756893,0.0016907373436200002
3,174,11,11,0.34,0.004972756893,0.0016907373436200002
3,175,11,11,0.34,0.004972756893,0.0016907373436200002
3,176,11,11,0.34,0.004972756893,0.0016907373436200002
3,177,11,11,0.34,0.004972756893,0.0016907373436200002
3,178,11,11,0.34,0.004972756893,0.0016907373436200002
3,179,11,11,0.34,0.004972756893,0.0016907373436200002
3,180,11,11,0.34,0.004972756893,0.0016907373436200002
3,181,11,11,0.34,0.004972756893,0.0016907373436200002
3,182,11,11,0.34,0.004972756893,0.0016907373436200002
3,183,11,11,0.34,0.004972756893,0.0016907373436200002
3,184,11,11,0.34,0.004972756893,0.0016907373436200002
3,185,11,11,0.34,0.004972756893,0.0016907373436200002
3,186,11,11,0.34,0.004972756893,0.0016907373436200002
3,187,11,11,0.34,0.004972756893,0.0016907373436200002
3,188,11,11,0.34,0.004972756893,0.0016907373436200002
3,189,11,11,0.34,0.004972756893,0.0016907373436200002
3,190,11,11,0.34,0.004972756893,0.0016907373436200002
3,191,11,11,0.34,0.004972756893,0.0016907373436200002
3,192,11,11,0.34,0.004972756893,0.0016907373436200002
3,193,11,11,0.34,0.004972756893,0.0016907373436200002
3,194,11,11,0.34,0.004972756893,0.0016907373436200002
3,195,11,11,0.34,0.004972756893,0.0016907373436200002
3,196,11,11,0.34,0.004972756893,0.0016907373436200002
3,197,11,11,0.34,0.004972756893,0.0016907373436200002
3,198,11,11,0.34,0.004972756893,0.0016907373436200002
3,199,11,11,0.34,0.004972756893,0.0016907373436200002
3,200,11,11,0.34,0.004972756893,0.0016907373436200002
3,201,11,11,0.34,0.004972756893,0.0016907373436200002
3,202,11,11,0.34,0.004972756893,0.0016907373436200002
3,203,11,11,0.34,0.004972756893,0.0016907373436200002
3,204,11,11,0.34,0.004972756893,0.0016907373436200002
3,205,11,11,0.34,0.004972756893,0.0016907373436200002
3,206,11,11,0.34,0.004972756893,0.0016907373436200002
3,207,11,11,0.34,0.004972756893,0.0016907373436200002
3,208,11,11,0.34,0.004972756893,0.0016907373436200002
3,209,11,11,0.34,0.004972756893,0.0016907373436200002
3,210,11,11,0.34,0.004972756893,0.0016907373436200002
3,211,11,11,0.34,0.004972756893,0.0016907373436200002
3,212,11,11,0.34,0.004972756893,0.0016907373436200002
3,213,11,11,0.34,0.004972756893,0.0016907373436200002
3,214,11,11,0.34,0.004972756893,0.0016907373436200002
3,215,11,11,0.34,0.004972756893,0.0016907373436200002
3,216,11,11,0.34,0.004972756893,0.0016907373436200002
3,217,11,11,0.34,0.004972756893,0.0016907373436200002
3,218,11,11,0.34,0.004972756893,0.0016907373436200002
3,219,11,11,0.34,0.004972756893,0.0016907373436200002
3,220,11,11,0.34,0.004972756893,0.0016907373436200002
3,221,11,11,0.34,0.004972756893,0.0016907373436200002
3,222,11,11,0.34,0.004972756893,0.0016907373436200002
3,223,11,11,0.34,0.004972756893,0.0016907373436200002
3,224,11,11,0.34,0.004972756893,0.0016907373436200002
3,225,11,11,0.34,0.004972756893,0.0016907373436200002
3,226,11,11,0.34,0.004972756893,0.0016907373436200002
3,227,11,11,0.34,0.004972756893,0.0016907373436200002
3,228,11,11,0.34,0.004972756893,0.0016907373436200002
3,229,11,11,0.34,0.004972756893,0.0016907373436200002
3,230,11,11,0.34,0.004972756893,0.0016907373436200002
3,231,11,11,0.34,0.004972756893,0.0016907373436200002
3,232,11,11,0.34,0.004972756893,0.0016907373436200002
3,233,11,11,0.34,0.004972756893,0.0016907373436200002
3,234,11,11,0.34,0.004972756893,0.0016907373436200002
3,235,11,11,0.34,0.004972756893,0.0016907373436200002
3,236,11,11,0.34,0.004972756893,0.0016907373436200002
3,237,11,11,0.34,0.004972756893,0.0016907373436200002
3,238,11,11,0.34,0.004972756893,0.0016907373436200002
3,239,11,11,0.34,0.004972756893,0.0016907373436200002
3,240,11,11,0.34,0.004972756893,0.0016907373436200002
3,241,11,11,0.34,0.004972756893,0.0016907373436200002
3,242,11,11,0.34,0.004972756893,0.0016907373436200002
3,243,11,11,0.34,0.004972756893,0.0016907373436200002
3,244,11,11,0.34,0.004972756893,0.0016907373436200002
3,245,11,11,0.34,0.004972756893,0.0016907373436200002
3,246,11,11,0.34,0.004972756893,0.0016907373436200002
3,247,11,11,0.34,0.004972756893,0.0016907373436200002
3,248,11,11,0.34,0.004972756893,0.0016907373436200002
3,249,11,11,0.34,0.004972756893,0.0016907373436200002
3,250,11,11,0.34,0.004972756893,0.0016907373436200002
3,251,11,11,0.34,0.004972756893,0.0016907373436200002
3,252,11,11,0.34,0.004972756893,0.0016907373436200002
3,253,11,11,0.34,0.004972756893,0.0016907373436200002
3,254,11,11,0.34,0.004972756893,0.0016907373436200002
3,255,11,11,0.34,0.004972756893,0.0016907373436200002
3,256,11,11,0.34,0.004972756893,0.0016907373436200002
3,257,11,11,0.34,0.004972756893,0.0016907373436200002
3,258,11,11,0.34,0.004972756893,0.0016907373436200002
3,259,11,11,0.34,0.004972756893,0.0016907373436200002
3,260,11,11,0.34,0.004972756893,0.0016907373436200002
3,261,11,11,0.34,0.004972756893,0.0016907373436200002
3,262,11,11,0.34,0.004972756893,0.0016907373436200002
3,263,11,11,0.34,0.004972756893,0.0016907373436200002
3,264,11,11,0.34,0.004972756893,0.0016907373436200002
3,265,11,11,0.34,0.004972756893,0.0016907373436200002
3,266,11,11,0.34,0.004972756893,0.0016907373436200002
3,267,11,11,0.34,0.004972756893,0.0016907373436200002
3,268,11,11,0.34,0.004972756893,0.0016907373436200002
3,269,11,11,0.34,0.004972756893,0.0016907373436200002
3,270,11,11,0.34,0.004972756893,0.0016907373436200002
3,271,11,11,0.34,0.004972756893,0.0016907373436200002
3,272,11,11,0.34,0.004972756893,0.0016907373436200002
3,273,11,11,0.34,0.004972756893,0.0016907373436200002
3,274,11,11,0.34,0.004972756893,0.0016907373436200002
3,275,11,11,0.34,0.004972756893,0.0016907373436200002
3,276,11,11,0.34,0.004972756893,0.0016907373436200002
3,277,11,11,0.34,0.004972756893,0.0016907373436200002
3,278,11,11,0.34,0.004972756893,0.0016907373436200002
3,279,11,11,0.34,0.004972756893,0.0016907373436200002
3,280,11,11,0.34,0.004972756893,0.0016907373436200002
3,281,11,11,0.34,0.004972756893,0.0016907373436200002
3,282,11,11,0.34,0.004972756893,0.0016907373436200002
3,283,11,11,0.34,0.004972756893,0.0016907373436200002
3,284,11,11,0.34,0.004972756893,0.0016907373436200002
3,285,11,11,0.34,0.004972756893,0.0016907373436200002
3,286,11,11,0.34,0.004972756893,0.0016907373436200002
3,287,11,11,0.34,0.004972756893,0.0016907373436200002
3,288,11,11,0.34,0.004972756893,0.0016907373436200002
3,289,11,11,0.34,0.004972756893,0.0016907373436200002
3,290,11,11,0.34,0.004972756893,0.0016907373436200002
3,291,11,11,0.34,0.004972756893,0.0016907373436200002
3,292,11,11,0.34,0.004972756893,0.0016907373436200002
3,293,11,11,0.34,0.004972756893,0.0016907373436200002
3,294,11,11,0.34,0.004972756893,0.0016907373436200002
3,295,11,11,0.34,0.004972756893,0.0016907373436200002
3,296,11,11,0.34,0.004972756893,0.0016907373436200002
3,297,11,11,0.34,0.004972756893,0.0016907373436200002
3,298,11,11,0.34,0.004972756893,0.0016907373436200002
3,299,11,11,0.34,0.004972756893,0.0016907373436200002
3,300,11,11,0.34,0.004972756893,0.0016907373436200002
3,301,11,11,0.34,0.004972756893,0.0016907373436200002
3,302,11,11,0.34,0.004972756893,0.0016907373436200002
3,303,11,11,0.34,0.004972756893,0.0016907373436200002
3,304,11,11,0.34,0.004972756893,0.0016907373436200002
3,305,11,11,0.34,0.004972756893,0.0016907373436200002
3,306,11,11,0.34,0.004972756893,0.0016907373436200002
3,307,11,11,0.34,0.004972756893,0.0016907373436200002
3,308,11,11,0.34,0.004972756893,0.0016907373436200002
3,309,11,11,0.34,0.004972756893,0.0016907373436200002
3,310,11,11,0.34,0.004972756893,0.0016907373436200002
3,311,11,11,0.34,0.004972756893,0.0016907373436200002
3,312,11,11,0.34,0.004972756893,0.0016907373436200002
3,313,11,11,0.34,0.004972756893,0.0016907373436200002
3,314,11,11,0.34,0.004972756893,0.0016907373436200002
3,315,11,11,0.34,0.004972756893,0.0016907373436200002
3,316,11,11,0.34,0.004972756893,0.0016907373436200002
3,317,11,11,0.34,0.004972756893,0.0016907373436200002
3,318,11,11,0.34,0.004972756893,0.0016907373436200002
3,319,11,11,0.34,0.004972756893,0.0016907373436200002
3,320,11,11,0.34,0.004972756893,0.0016907373436200002
3,321,11,11,0.34,0.004972756893,0.0016907373436200002
3,322,11,11,0.34,0.004972756893,0.0016907373436200002
3,323,11,11,0.34,0.004972756893,0.0016907373436200002
3,324,11,11,0.34,0.004972756893,0.0016907373436200002
3,325,11,11,0.34,0.004972756893,0.0016907373436200002
3,326,11,11,0.34,0.004972756893,0.0016907373436200002
3,327,11,11,0.34,0.004972756893,0.0016907373436200002
3,328,11,11,0.34,0.004972756893,0.0016907373436200002
3,329,11,11,0.34,0.004972756893,0.0016907373436200002
3,330,11,11,0.34,0.004972756893,0.0016907373436200002
3,331,11,11,0.34,0.004972756893,0.0016907373436200002
3,332,11,11,0.34,0.004972756893,0.0016907373436200002
3,333,11,11,0.34,0.004972756893,0.0016907373436200002
3,334,11,11,0.34,0.004972756893,0.0016907373436200002
3,335,11,11,0.34,0.004972756893,0.0016907373436200002
3,336,11,11,0.34,0.004972756893,0.0016907373436200002
3,337,11,11,0.34,0.004972756893,0.0016907373436200002
3,338,11,11,0.34,0.004972756893,0.0016907373436200002
3,339,11,11,0.34,0.004972756893,0.0016907373436200002
3,340,11,11,0.34,0.004972756893,0.0016907373436200002
3,341,11,11,0.34,0.004972756893,0.0016907373436200002
3,342,11,11,0.34,0.004972756893,0.0016907373436200002
3,343,11,11,0.34,0.004972756893,0.0016907373436200002
3,344,11,11,0.34,0.004972756893,0.0016907373436200002
3,345,11,11,0.34,0.004972756893,0.0016907373436200002
3,346,11,11,0.34,0.004972756893,0.0016907373436200002
3,347,11,11,0.34,0.004972756893,0.0016907373436200002
3,348,11,11,0.34,0.004972756893,0.0016907373436200002
3,349,11,11,0.34,0.004972756893,0.0016907373436200002
3,350,11,11,0.34,0.004972756893,0.0016907373436200002
3,351,11,11,0.34,0.004972756893,0.0016907373436200002
3,352,11,11,0.34,0.004972756893,0.0016907373436200002
3,353,11,11,0.34,0.004972756893,0.0016907373436200002
3,354,11,11,0.34,0.004972756893,0.0016907373436200002
3,355,11,11,0.34,0.004972756893,0.0016907373436200002
3,356,11,11,0.34,0.004972756893,0.0016907373436200002
3,357,11,11,0.34,0.004972756893,0.0016907373436200002
3,358,11,11,0.34,0.004972756893,0.0016907373436200002
3,359,11,11,0.34,0.004972756893,0.0016907373436200002
3,360,11,11,0.34,0.004972756893,0.0016907373436200002
3,361,11,11,0.34,0.004972756893,0.0016907373436200002
3,362,11,11,0.34,0.004972756893,0.0016907373436200002
3,363,11,11,0.34,0.004972756893,0.0016907373436200002
3,364,11,11,0.34,0.004972756893,0.0016907373436200002
3,365,11,11,0.34,0.004972756893,0.0016907373436200002
3,366,11,11,0.34,0.004972756893,0.0016907373436200002
3,367,11,11,0.34,0.004972756893,0.0016907373436200002
3,368,11,11,0.34,0.004972756893,0.0016907373436200002
3,369,11,11,0.34,0.004972756893,0.0016907373436200002
3,370,11,11,0.34,0.004972756893,0.0016907373436200002
3,371,11,11,0.34,0.004972756893,0.0016907373436200002
3,372,11,11,0.34,0.004972756893,0.0016907373436200002
3,373,11,11,0.34,0.004972756893,0.0016907373436200002
3,374,11,11,0.34,0.004972756893,0.0016907373436200002
3,375,11,11,0.34,0.004972756893,0.0016907373436200002
3,376,11,11,0.34,0.004972756893,0.0016907373436200002
3,377,11,11,0.34,0.004972756893,0.0016907373436200002
3,378,11,11,0.34,0.004972756893,0.0016907373436200002
3,379,11,11,0.34,0.004972756893,0.0016907373436200002
3,380,11,11,0.34,0.004972756893,0.0016907373436200002
3,381,11,11,0.34,0.004972756893,0.0016907373436200002
3,382,11,11,0.34,0.004972756893,0.0016907373436200002
3,383,11,11,0.34,0.004972756893,0.0016907373436200002
3,384,11,11,0.34,0.004972756893,0.0016907373436200002
3,385,11,11,0.34,0.004972756893,0.0016907373436200002
3,386,11,11,0.34,0.004972756893,0.0016907373436200002
3,387,11,11,0.34,0.004972756893,0.0016907373436200002
3,388,11,11,0.34,0.004972756893,0.0016907373436200002
3,389,11,11,0.34,0.004972756893,0.0016907373436200002
3,390,11,11,0.34,0.004972756893,0.0016907373436200002
3,391,11,11,0.34,0.004972756893,0.0016907373436200002
3,392,11,11,0.34,0.004972756893,0.0016907373436200002
3,393,11,11,0.34,0.004972756893,0.0016907373436200002
3,394,11,11,0.34,0.004972756893,0.0016907373436200002
3,395,11,11,0.34,0.004972756893,0.0016907373436200002
3,396,11,11,0.34,0.004972756893,0.0016907373436200002
3,397,11,11,0.34,0.004972756893,0.0016907373436200002
3,398,11,11,0.34,0.004972756893,0.0016907373436200002
3,399,11,11,0.34,0.004972756893,0.0016907373436200002
3,400,11,11,0.34,0.004972756893,0.0016907373436200002
3,401,11,11,0.34,0.004972756893,0.0016907373436200002
3,402,11,11,0.34,0.004972756893,0.0016907373436200002
3,403,11,11,0.34,0.004972756893,0.0016907373436200002
3,404,11,11,0.34,0.004972756893,0.0016907373436200002
3,405,11,11,0.34,0.004972756893,0.0016907373436200002
3,406,11,11,0.34,0.004972756893,0.0016907373436200002
3,407,11,11,0.34,0.004972756893,0.0016907373436200002
3,408,11,15,0.34,0.012170168185500003,0.004137857183070001
3,409,11,15,0.34,0.012170168185500003,0.004137857183070001
3,410,11,17,0.34,0.009531001667916667,0.003240540567091667
3,411,11,17,0.34,0.009531001667916667,0.003240540567091667
3,412,11,17,0.34,0.009531001667916667,0.003240540567091667
3,413,11,17,0.34,0.009531001667916667,0.003240540567091667
3,414,11,17,0.34,0.009531001667916667,0.003240540567091667
3,415,11,17,0.34,0.009531001667916667,0.003240540567091667
3,416,11,17,0.34,0.009531001667916667,0.003240540567091667
3,417,11,17,0.34,0.009531001667916667,0.003240540567091667
3,418,11,17,0.34,0.009531001667916667,0.003240540567091667
3,419,11,17,0.34,0.009531001667916667,0.003240540567091667
3,420,11,17,0.34,0.009531001667916667,0.003240540567091667
3,421,11,17,0.34,0.009531001667916667,0.003240540567091667
3,422,11,17,0.34,0.009531001667916667,0.003240540567091667
3,423,11,17,0.34,0.009531001667916667,0.003240540567091667
3,424,11,17,0.34,0.009531001667916667,0.003240540567091667
3,425,11,17,0.34,0.009531001667916667,0.003240540567091667
3,426,11,17,0.34,0.009531001667916667,0.003240540567091667
3,427,11,17,0.34,0.009531001667916667,0.003240540567091667
3,428,11,17,0.34,0.009531001667916667,0.003240540567091667
3,429,11,17,0.34,0.009531001667916667,0.003240540567091667
3,430,11,17,0.34,0.009531001667916667,0.003240540567091667
3,431,11,17,0.34,0.009531001667916667,0.003240540567091667
3,432,11,17,0.34,0.009531001667916667,0.003240540567091667
3,433,11,17,0.34,0.009531001667916667,0.003240540567091667
3,434,11,17,0.34,0.009531001667916667,0.003240540567091667
3,435,11,17,0.34,0.009531001667916667,0.003240540567091667
3,436,11,17,0.34,0.009531001667916667,0.003240540567091667
3,437,11,17,0.34,0.009531001667916667,0.003240540567091667
3,438,11,17,0.34,0.009531001667916667,0.003240540567091667
3,439,11,17,0.34,0.009531001667916667,0.003240540567091667
3,440,11,17,0.34,0.009531001667916667,0.003240540567091667
3,441,11,17,0.34,0.009531001667916667,0.003240540567091667
3,442,11,17,0.34,0.009531001667916667,0.003240540567091667
3,443,11,17,0.34,0.009531001667916667,0.003240540567091667
3,444,11,17,0.34,0.009531001667916667,0.003240540567091667
3,445,11,17,0.34,0.009531001667916667,0.003240540567091667
3,446,11,17,0.34,0.009531001667916667,0.003240540567091667
3,447,11,17,0.34,0.009531001667916667,0.003240540567091667
3,448,11,17,0.34,0.009531001667916667,0.003240540567091667
3,449,11,17,0.34,0.009531001667916667,0.003240540567091667
3,450,11,17,0.34,0.009531001667916667,0.003240540567091667
3,451,11,17,0.34,0.009531001667916667,0.003240540567091667
3,452,11,17,0.34,0.009531001667916667,0.003240540567091667
3,453,11,17,0.34,0.009531001667916667,0.003240540567091667
3,454,11,17,0.34,0.009531001667916667,0.003240540567091667
3,455,11,17,0.34,0.009531001667916667,0.003240540567091667
3,456,11,17,0.34,0.009531001667916667,0.003240540567091667
3,457,11,17,0.34,0.009531001667916667,0.003240540567091667
3,458,11,17,0.34,0.009531001667916667,0.003240540567091667
3,459,11,17,0.34,0.009531001667916667,0.003240540567091667
3,460,11,17,0.34,0.009531001667916667,0.003240540567091667
3,461,11,17,0.34,0.009531001667916667,0.003240540567091667
3,462,11,17,0.34,0.009531001667916667,0.003240540567091667
3,463,11,17,0.34,0.009531001667916667,0.003240540567091667
3,464,11,17,0.34,0.009531001667916667,0.003240540567091667
3,465,11,17,0.34,0.009531001667916667,0.003240540567091667
3,466,11,17,0.34,0.009531001667916667,0.003240540567091667
3,467,11,17,0.34,0.009531001667916667,0.003240540567091667
3,468,11,17,0.34,0.009531001667916667,0.003240540567091667
3,469,11,17,0.34,0.009531001667916667,0.003240540567091667
3,470,11,17,0.34,0.009531001667916667,0.003240540567091667
3,471,11,17,0.34,0.009531001667916667,0.003240540567091667
3,472,11,17,0.34,0.009531001667916667,0.003240540567091667
3,473,11,17,0.34,0.009531001667916667,0.003240540567091667
3,474,11,17,0.34,0.009531001667916667,0.003240540567091667
3,475,11,1,0.34,0.0024863784465,0.0008453686718100001
3,476,11,1,0.34,0.0024863784465,0.0008453686718100001
3,477,11,1,0.34,0.0024863784465,0.0008453686718100001
3,478,11,1,0.34,0.0024863784465,0.0008453686718100001
3,479,11,1,0.34,0.0024863784465,0.0008453686718100001
3,480,11,1,0.34,0.0024863784465,0.0008453686718100001
3,481,11,1,0.34,0.0024863784465,0.0008453686718100001
3,482,11,1,0.34,0.0024863784465,0.0008453686718100001
3,483,11,1,0.34,0.0024863784465,0.0008453686718100001
3,484,11,1,0.34,0.0024863784465,0.0008453686718100001
3,485,11,1,0.34,0.0024863784465,0.0008453686718100001
3,486,15,1,0.34,0.009683789739000003,0.0032924885112600014
3,487,15,1,0.34,0.009683789739000003,0.0032924885112600014
3,488,3,1,0.34,0.09156150442045,0.031130911502953
3,489,3,1,0.34,0.09156150442045,0.031130911502953
3,490,3,1,0.34,0.09156150442045,0.031130911502953
3,491,3,1,0.34,0.09156150442045,0.031130911502953
3,492,3,1,0.34,0.09156150442045,0.031130911502953
3,493,3,1,0.34,0.09156150442045,0.031130911502953
3,494,3,1,0.34,0.09156150442045,0.031130911502953
3,495,3,1,0.34,0.09156150442045,0.031130911502953
3,496,3,1,0.34,0.09156150442045,0.031130911502953
3,497,3,1,0.34,0.09156150442045,0.031130911502953
3,498,3,1,0.34,0.09156150442045,0.031130911502953
3,499,3,1,0.34,0.09156150442045,0.031130911502953
3,500,3,1,0.34,0.09156150442045,0.031130911502953
3,501,3,1,0.34,0.09156150442045,0.031130911502953
3,502,3,1,0.34,0.09156150442045,0.031130911502953
3,503,3,1,0.34,0.09156150442045,0.031130911502953
3,504,4,4,0.34,0.014656546632,0.00498322585488
3,505,4,4,0.34,0.014656546632,0.00498322585488
3,506,4,4,0.34,0.014656546632,0.00498322585488
3,507,4,4,0.34,0.014656546632,0.00498322585488
3,508,4,4,0.34,0.014656546632,0.00498322585488
3,509,4,4,0.34,0.014656546632,0.00498322585488
3,510,4,4,0.34,0.014656546632,0.00498322585488
3,511,4,4,0.34,0.014656546632,0.00498322585488
3,512,4,4,0.34,0.014656546632,0.00498322585488
3,513,4,4,0.34,0.014656546632,0.00498322585488
3,514,9,1,0.34,0.0360059131095,0.012242010457230001
3,515,1,1,0.34,0.0,0.0
3,516,1,1,0.34,0.0,0.0
3,517,1,1,0.34,0.0,0.0
3,518,1,1,0.34,0.0,0.0
3,519,1,1,0.34,0.0,0.0
3,520,1,1,0.34,0.0,0.0
3,521,1,1,0.34,0.0,0.0
3,522,1,1,0.34,0.0,0.0
3,523,15,1,0.34,0.009683789739000003,0.0032924885112600014
3,524,15,1,0.34,0.009683789739000003,0.0032924885112600014
3,525,27,1,0.34,0.005757929034000002,0.0019576958715600006
3,526,27,15,0.34,0.015441718773000004,0.005250184382820002
3,527,27,27,0.34,0.011515858068000004,0.003915391743120001
3,528,1,27,0.34,0.005757929034000002,0.0019576958715600006
3,529,1,27,0.34,0.005757929034000002,0.0019576958715600006
3,530,21,27,0.34,0.010992409974000002,0.003737419391160001
3,531,21,27,0.34,0.010992409974000002,0.003737419391160001
3,532,1,27,0.34,0.005757929034000002,0.0019576958715600006
3,533,1,27,0.34,0.005757929034000002,0.0019576958715600006
3,534,2,2,0.34,0.0,0.0
3,535,2,2,0.34,0.0,0.0
3,536,2,2,0.34,0.0,0.0
3,537,2,2,0.34,0.0,0.0
3,538,2,2,0.34,0.0,0.0
3,539,2,2,0.34,0.0,0.0
3,540,2,2,0.34,0.0,0.0
3,541,2,2,0.34,0.0,0.0
3,542,2,2,0.34,0.0,0.0
3,543,2,2,0.34,0.0,0.0
3,544,2,2,0.34,0.0,0.0
3,545,2,2,0.34,0.0,0.0
3,546,2,2,0.34,0.0,0.0
3,547,2,2,0.34,0.0,0.0
3,548,2,2,0.34,0.0,0.0
3,549,2,2,0.34,0.0,0.0
3,550,2,2,0.34,0.0,0.0
3,551,2,2,0.34,0.0,0.0
3,552,2,2,0.34,0.0,0.0
3,553,2,2,0.34,0.0,0.0
3,554,2,2,0.34,0.0,0.0
3,555,2,2,0.34,0.0,0.0
3,556,2,2,0.34,0.0,0.0
3,557,2,2,0.34,0.0,0.0
3,558,2,2,0.34,0.0,0.0
3,559,2,2,0.34,0.0,0.0
3,560,2,2,0.34,0.0,0.0
3,561,2,2,0.34,0.0,0.0
3,562,2,2,0.34,0.0,0.0
3,563,2,2,0.34,0.0,0.0
3,564,2,2,0.34,0.0,0.0
3,565,2,2,0.34,0.0,0.0
3,566,2,2,0.34,0.0,0.0
3,567,2,2,0.34,0.0,0.0
3,568,2,2,0.34,0.0,0.0
3,569,2,2,0.34,0.0,0.0
3,570,2,2,0.34,0.0,0.0
3,571,2,2,0.34,0.0,0.0
3,572,2,2,0.34,0.0,0.0
3,573,2,2,0.34,0.0,0.0
3,574,2,2,0.34,0.0,0.0
3,575,2,2,0.34,0.0,0.0
3,576,2,2,0.34,0.0,0.0
3,577,2,2,0.34,0.0,0.0
3,578,2,2,0.34,0.0,0.0
3,579,2,2,0.34,0.0,0.0
3,580,2,2,0.34,0.0,0.0
3,581,2,2,0.34,0.0,0.0
3,582,2,2,0.34,0.0,0.0
3,583,2,2,0.34,0.0,0.0
3,584,2,2,0.34,0.0,0.0
3,585,2,2,0.34,0.0,0.0
3,586,2,2,0.34,0.0,0.0
3,587,2,2,0.34,0.0,0.0
3,588,2,2,0.34,0.0,0.0
3,589,2,2,0.34,0.0,0.0
3,590,2,2,0.34,0.0,0.0
3,591,2,2,0.34,0.0,0.0
3,592,2,2,0.34,0.0,0.0
3,593,2,2,0.34,0.0,0.0
3,594,2,2,0.34,0.0,0.0
3,595,2,2,0.34,0.0,0.0
3,596,2,2,0.34,0.0,0.0
3,597,2,2,0.34,0.0,0.0
3,598,2,2,0.34,0.0,0.0
3,599,2,2,0.34,0.0,0.0
3,600,2,2,0.34,0.0,0.0
3,601,2,2,0.34,0.0,0.0
3,602,2,2,0.34,0.0,0.0
3,603,2,2,0.34,0.0,0.0
3,604,2,2,0.34,0.0,0.0
3,605,2,2,0.34,0.0,0.0
3,606,2,2,0.34,0.0,0.0
3,607,2,2,0.34,0.0,0.0
3,608,2,2,0.34,0.0,0.0
3,609,2,2,0.34,0.0,0.0
3,610,2,2,0.34,0.0,0.0
3,611,2,2,0.34,0.0,0.0
3,612,2,2,0.34,0.0,0.0
3,613,2,2,0.34,0.0,0.0
3,614,2,2,0.34,0.0,0.0
3,615,2,2,0.34,0.0,0.0
3,616,2,2,0.34,0.0,0.0
3,617,2,2,0.34,0.0,0.0
3,618,2,2,0.34,0.0,0.0
3,619,2,2,0.34,0.0,0.0
3,620,2,2,0.34,0.0,0.0
3,621,2,2,0.34,0.0,0.0
3,622,2,2,0.34,0.0,0.0
3,623,2,2,0.34,0.0,0.0
3,624,2,2,0.34,0.0,0.0
3,625,2,2,0.34,0.0,0.0
3,626,2,2,0.34,0.0,0.0
3,627,2,2,0.34,0.0,0.0
3,628,2,2,0.34,0.0,0.0
3,629,2,2,0.34,0.0,0.0
3,630,2,2,0.34,0.0,0.0
3,631,2,2,0.34,0.0,0.0
3,632,2,2,0.34,0.0,0.0
3,633,2,2,0.34,0.0,0.0
3,634,2,2,0.34,0.0,0.0
3,635,2,2,0.34,0.0,0.0
3,636,2,2,0.34,0.0,0.0
3,637,2,2,0.34,0.0,0.0
3,638,2,2,0.34,0.0,0.0
3,639,2,2,0.34,0.0,0.0
3,640,2,2,0.34,0.0,0.0
3,641,2,2,0.34,0.0,0.0
3,642,2,2,0.34,0.0,0.0
3,643,2,2,0.34,0.0,0.0
3,644,2,2,0.34,0.0,0.0
3,645,2,2,0.34,0.0,0.0
3,646,2,2,0.34,0.0,0.0
3,647,2,2,0.34,0.0,0.0
3,648,2,2,0.34,0.0,0.0
3,649,2,2,0.34,0.0,0.0
3,650,2,2,0.34,0.0,0.0
3,651,2,2,0.34,0.0,0.0
3,652,2,2,0.34,0.0,0.0
3,653,2,2,0.34,0.0,0.0
3,654,2,2,0.34,0.0,0.0
3,655,2,2,0.34,0.0,0.0
3,656,2,2,0.34,0.0,0.0
3,657,2,2,0.34,0.0,0.0
3,658,2,2,0.34,0.0,0.0
3,659,2,2,0.34,0.0,0.0
3,660,2,2,0.34,0.0,0.0
3,661,2,2,0.34,0.0,0.0
3,662,2,2,0.34,0.0,0.0
3,663,2,2,0.34,0.0,0.0
3,664,2,2,0.34,0.0,0.0
3,665,2,2,0.34,0.0,0.0
3,666,2,2,0.34,0.0,0.0
3,667,2,2,0.34,0.0,0.0
3,668,2,2,0.34,0.0,0.0
3,669,2,2,0.34,0.0,0.0
3,670,2,2,0.34,0.0,0.0
3,671,2,2,0.34,0.0,0.0
3,672,2,2,0.34,0.0,0.0
3,673,2,2,0.34,0.0,0.0
3,674,2,2,0.34,0.0,0.0
3,675,2,2,0.34,0.0,0.0
3,676,2,2,0.34,0.0,0.0
3,677,2,2,0.34,0.0,0.0
3,678,2,2,0.34,0.0,0.0
3,679,2,2,0.34,0.0,0.0
3,680,2,2,0.34,0.0,0.0
3,681,2,2,0.34,0.0,0.0
3,682,2,2,0.34,0.0,0.0
3,683,2,2,0.34,0.0,0.0
3,684,2,2,0.34,0.0,0.0
3,685,2,2,0.34,0.0,0.0
3,686,2,2,0.34,0.0,0.0
3,687,2,2,0.34,0.0,0.0
3,688,2,2,0.34,0.0,0.0
3,689,2,2,0.34,0.0,0.0
3,690,2,2,0.34,0.0,0.0
3,691,2,2,0.34,0.0,0.0
3,692,2,2,0.34,0.0,0.0
3,693,2,2,0.34,0.0,0.0
3,694,2,2,0.34,0.0,0.0
3,695,2,2,0.34,0.0,0.0
3,696,2,2,0.34,0.0,0.0
3,697,2,2,0.34,0.0,0.0
3,698,2,2,0.34,0.0,0.0
3,699,2,2,0.34,0.0,0.0
3,700,2,2,0.34,0.0,0.0
3,701,2,2,0.34,0.0,0.0
3,702,2,2,0.34,0.0,0.0
3,703,2,2,0.34,0.0,0.0
3,704,2,2,0.34,0.0,0.0
3,705,2,2,0.34,0.0,0.0
